"","x"
"FcgRIIIa.V158.SOSIP",0.00690921610929758
"FcgRI.gp140.Clade.B",0.0108093288715193
"SNA.gp41.HXBc2",0.0892564830878528
"IgG3.HIV1.Nef",0.0941169688498838
"C1q.SOSIP",0.173163998678188
"FcgRIIIa.V158.gp120.JRCSF",0.238062013989613
"C1q.6H.HIV1.p66",0.272565372174664
"LCA.gp41.HXBc2",0.409420942940924
