"","x"
"IgG.IIIb.pr55.Gag",-1.06312339672005
"IgG.HIV1.Vif",0.00037194724720408
"IgG.gp140.CN54",0.214751750785413
"IgG.HIV1.Nef",0.407556576270467
"IgG.gp120.Du156.12",0.840976651277449
"IgG.gp120.IIIb",0.920767128147761
"IgG.HIV1.Integrase",1.39431210752095
"IgG.gp120.PVO",4.55036959456066
