"","x"
"SNA.p24.HXBc2",-0.140367621164093
"FcgRIIb.gp120.SF162",0.000541384743499142
"FcgRIIIb.SH.gp120.SF162",0.000944690520633733
"FcgRIIIb.HIV1.Vif",0.0346518592726336
"IgG3.HIV1.Rev",0.0832735167005512
"FcgRIIIb.gp120.IIIb",0.273017504728618
"FcgRIIIb.gp120.SF162",0.420651792429558
"FcgRIIIb.gp120.Du156.12",0.432894428705158
"FcgRIIIb.gp120.PVO",0.441010297657008
"FcgRIIIb.SH.gp120.PVO",0.615590835851295
