"","x"
"IgG.IIIb.pr55.Gag",-0.614845095222006
"IgG.93TH975.gp120",-0.217819683919489
"IgG.p24.IIIb",-0.0875429697463629
"IgG.HIV1.Rev",0.214135872361114
"IgG.HIV1.Integrase",0.349506300202846
"IgG.gp120.IIIb",0.353841563875809
"IgG.gp120.Du156.12",0.377499545407209
"IgG.HIV1.Vif",0.561486739659225
"IgG.gp120.PVO",0.821674122707891
