"","x"
"SNA.p24.HXBc2",-0.100973531122198
"IgG1.IIIb.pr55.Gag",-0.0731787610901078
"IgG2.IIIb.pr55.Gag",-0.0295851758869562
"C1q.HIV1.Vif",-0.00391679985809882
"IgG1.93TH975.gp120",-0.000431687991089374
"FcgRIIIb.SH.SOSIP",0.066712292565338
"FcgRIIIb.gp120.SF162",0.281147580063048
"FcgRIIIb.gp120.IIIb",0.369620447701828
"FcgRIIIb.gp120.Du156.12",0.481854898629024
"FcgRIIIb.gp120.PVO",0.507759182716141
"FcgRIIIb.SH.gp120.PVO",0.602112962387137
